Name,Age,Gender,Country,State,City,Parental_Education_Level,Earning Class,Level,Course Name,Course Level,Material Level,Previous_Scores,Assesment Score,IQ,Attendance,Material Name,recommended_material,Study Time,promoted
Richard Baldwin,13,Male,Kazakhstan,Oregon,Reginaldburgh,High School,Medium,Middle School,"Exploring the World, Advanced Art Techniques, Fitness and Health",High,Medium,69,64,88.65,61,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.84,No
Henry Morgan,15,Female,Saint Barthelemy,Ohio,North Darrell,High School,Low,High School,"Data Science Basics, Algebra II, Cultural and Political Geography",High,Medium,100,66,104.4,83,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.96,No
Alexander Smith,12,Female,Pakistan,Virginia,New Andrew,High School,Low,Middle School,"Exploring the World, Advanced Art Techniques, Robotics",Medium,High,53,70,86.85000000000001,95,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.2,No
Charles Mathews,17,Male,American Samoa,Idaho,Lake Robert,College,Low,High School,"Chemistry, Cultural and Political Geography, Algebra II",Medium,Low,51,63,79.65,61,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.78,No
Jaclyn Young,6,Male,Kenya,West Virginia,Kathyland,College,High,Kindergarten,"My Family and Community, Creative Coloring, Play and Learn",Low,Low,67,66,89.55,76,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Jennifer Nichols,9,Female,Ukraine,Arizona,Hughesshire,College,Medium,Elementary,"Building Math Foundations, Stories of the Past, Fun with Languages",Medium,Medium,98,71,108.0,97,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.26,Yes
William Diaz,13,Male,Saint Helena,Oklahoma,Pughmouth,High School,Medium,Middle School,"Robotics, Fitness and Health, Advanced Art Techniques",Medium,High,51,68,84.15,74,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.08,No
Marc Blevins,9,Male,Somalia,Idaho,North Christinaburgh,High School,High,Elementary,"Sports and Games, Fun with Languages, Discovering Nature and Science",Medium,Medium,61,68,88.65,78,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.08,No
Kristina Dominguez,7,Male,Nigeria,Kentucky,Lake Jamestown,Postgraduate,Medium,Elementary,"Art and Imagination, Introduction to Computers, Sports and Games",High,Medium,80,71,99.9,99,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.26,Yes
Melissa Rodgers,6,Female,Isle of Man,North Dakota,Washingtonside,College,Low,Kindergarten,"My Family and Community, Fun with Letters, Play and Learn",High,Medium,62,63,84.60000000000001,68,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.78,No
Timothy Simmons,6,Male,Norfolk Island,Rhode Island,East Frankfurt,High School,Medium,Kindergarten,"Creative Coloring, Numbers Around Us, Fun with Letters",Medium,Low,53,60,77.85000000000001,63,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.6,No
Steve King,18,Female,Morocco,Massachusetts,Combsmouth,High School,Medium,High School,"Geometry, Trigonometry, Biology",Medium,High,53,73,89.55,94,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.38,No
Michael Page,11,Female,French Guiana,Alaska,Jimbury,High School,Medium,Middle School,"Coding for Beginners, Fitness and Health, Advanced Art Techniques",Medium,Medium,78,68,96.3,95,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.08,No
Brittany King,5,Female,Estonia,Maryland,South Scottborough,High School,High,Kindergarten,"Play and Learn, Numbers Around Us, Exploring the World",Medium,High,78,70,98.1,79,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.2,Yes
Jacob Hall,8,Male,New Zealand,Indiana,Lake Andrewchester,High School,Low,Elementary,"Art and Imagination, Stories of the Past, Building Math Foundations",Medium,Medium,85,66,97.65,81,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.96,No
Dawn Gonzalez,15,Female,France,New Hampshire,Josephview,Postgraduate,High,High School,"Psychology, Web Development, Advanced Literature and Composition",Medium,Medium,57,72,90.45,93,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.32,No
Justin Yates,16,Male,Panama,Mississippi,New Kristi,High School,Low,High School,"Trigonometry, Algebra II, Advanced Literature and Composition",High,Low,75,70,96.75,90,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.2,Yes
Judy Murray,5,Male,Kiribati,New Mexico,Haneymouth,High School,High,Kindergarten,"Play and Learn, Fun with Letters, Rhythm and Rhyme",Low,High,80,68,97.2,71,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Jennifer Hughes,5,Male,Finland,Massachusetts,South Alyssaton,Postgraduate,Medium,Kindergarten,"Play and Learn, Creative Coloring, Rhythm and Rhyme",High,Medium,61,60,81.45,61,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.6,No
Jeremy Henderson,10,Male,Philippines,South Dakota,Lake Jessicaburgh,High School,Low,Elementary,"Fun with Languages, Building Math Foundations, Stories of the Past",High,Medium,77,68,95.85,79,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.08,No
Debbie Barnes,17,Female,Spain,Massachusetts,North Reginaldbury,College,Medium,High School,"Algebra II, Web Development, Economics",Medium,High,85,74,104.85,94,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.44,Yes
Dawn Ramirez,14,Male,Mozambique,North Dakota,Wilcoxville,High School,High,High School,"Web Development, Advanced Literature and Composition, Cultural and Political Geography",Medium,Medium,100,68,106.2,96,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.08,No
Erin Carroll,9,Male,Liberia,Missouri,Lake Reneeborough,College,Medium,Elementary,"Sports and Games, Art and Imagination, Building Math Foundations",Medium,Medium,80,72,100.8,98,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.32,Yes
Kristin Bruce,7,Male,Romania,Idaho,Lake Amandabury,High School,Low,Elementary,"Building Math Foundations, Stories of the Past, Art and Imagination",High,High,93,69,103.95,95,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.14,Yes
Tracy Nelson,8,Female,Georgia,Maryland,Timothybury,Postgraduate,High,Elementary,"Stories of the Past, Sports and Games, Introduction to Computers",High,Medium,92,98,129.6,83,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",5.88,Yes
Melissa Luna,5,Male,Lesotho,Tennessee,East Caleb,Postgraduate,Medium,Kindergarten,"Play and Learn, Exploring the World, Rhythm and Rhyme",Medium,High,97,68,104.85,78,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Zachary Nunez,5,Female,Peru,Missouri,Levineview,High School,Medium,Kindergarten,"Creative Coloring, My Family and Community, Fun with Letters",Medium,Low,86,70,101.7,91,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.2,Yes
Jason Garcia DDS,15,Female,Tajikistan,Virginia,Michelleville,Postgraduate,High,High School,"Programming, Geometry, Career Planning",Medium,Medium,61,69,89.55,90,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.14,No
Angel Ayala,15,Female,Latvia,Oregon,East Catherine,High School,Medium,High School,"Business Studies, Modern History and Civics, Geometry",Medium,Low,65,64,86.85000000000001,82,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Alan Smith,13,Male,Ghana,Georgia,West Veronica,High School,Medium,Middle School,"Exploring Literature and Writing, Fitness and Health, Advanced Art Techniques",High,Low,89,65,98.55,63,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
Heather Lara MD,13,Female,Belarus,Arizona,Suzanneberg,High School,Medium,Middle School,"Coding for Beginners, Advanced Art Techniques, Algebra Basics",High,Medium,76,69,96.3,97,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,Yes
Victoria Wood,5,Male,Saint Vincent and the Grenadines,Vermont,Port Tylerville,High School,Medium,Kindergarten,"Rhythm and Rhyme, Fun with Letters, Exploring the World",High,Low,63,67,88.65,78,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.02,No
Deanna Reyes,10,Female,Kenya,Arizona,East Christinahaven,High School,High,Elementary,"Art and Imagination, Fun with Languages, Stories of the Past",Medium,High,83,65,95.85,75,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Mr. Bradley Hernandez,10,Female,Singapore,New Mexico,West Josephberg,College,Low,Elementary,"Sports and Games, Building Math Foundations, Introduction to Computers",Low,High,95,70,105.75,85,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.2,Yes
Heidi Nguyen,6,Male,Timor-Leste,Rhode Island,East Natashaton,College,High,Kindergarten,"Numbers Around Us, Fun with Letters, Play and Learn",High,Low,68,68,91.8,87,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Alison Sherman,15,Female,United States of America,California,Port Troyborough,High School,Medium,High School,"Programming, Data Science Basics, Business Studies",Low,Medium,80,65,94.5,68,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.9,No
Brian Martinez,11,Male,Jamaica,North Carolina,South Loriport,Postgraduate,Medium,Middle School,"Advanced Art Techniques, Introduction to Physics, Chemistry, and Biology, Instruments and Composition",Medium,Medium,79,74,102.15,93,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.44,Yes
Marie Proctor,5,Male,Aruba,New Hampshire,Rogersburgh,High School,High,Kindergarten,"Rhythm and Rhyme, Creative Coloring, Play and Learn",Medium,Medium,56,65,83.7,72,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.9,No
Stephanie Walker,6,Male,Guyana,Alaska,Port Briannaton,High School,Low,Kindergarten,"Creative Coloring, Fun with Letters, Rhythm and Rhyme",Medium,High,55,65,83.25,67,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.9,No
Keith Fletcher,16,Female,French Polynesia,Texas,Harrisfurt,High School,Medium,High School,"SAT/ACT Prep, Geometry, Physics",Medium,Medium,94,68,103.5,76,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.08,No
Jennifer Fisher,8,Female,Maldives,South Carolina,Lake Karen,Postgraduate,Low,Elementary,"Reading Adventures, Building Math Foundations, Discovering Nature and Science",Medium,Medium,97,68,104.85,89,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.08,No
Jenna Estrada,5,Female,Saint Vincent and the Grenadines,North Carolina,Wrightton,High School,Medium,Kindergarten,"Play and Learn, Exploring the World, My Family and Community",Medium,Medium,95,74,109.35,99,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.44,Yes
Katherine Evans,11,Male,Puerto Rico,Oklahoma,Smithton,High School,Low,Middle School,"Exploring Literature and Writing, Exploring the World, Robotics",Medium,Medium,64,67,89.10000000000001,98,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.02,No
Audrey Mendez,8,Female,Tokelau,Montana,North Christopherland,High School,High,Elementary,"Discovering Nature and Science, Reading Adventures, Fun with Languages",Low,Medium,97,64,101.25,66,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.84,No
Martin Holland,5,Female,British Virgin Islands,Idaho,Port Thomas,High School,Low,Kindergarten,"Rhythm and Rhyme, Fun with Letters, Exploring the World",Medium,Medium,91,66,100.35,82,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Danielle Ramirez,5,Female,Vietnam,Florida,Armstronghaven,High School,Low,Kindergarten,"Creative Coloring, Numbers Around Us, Exploring the World",Medium,Medium,67,61,85.05,72,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.66,No
Paul Serrano,10,Male,Estonia,New Mexico,Leeshire,High School,Low,Elementary,"Stories of the Past, Discovering Nature and Science, Building Math Foundations",Medium,High,82,73,102.6,93,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.38,Yes
Gabrielle Klein,11,Male,Tuvalu,North Dakota,Kevinborough,High School,Medium,Middle School,"Instruments and Composition, Exploring Literature and Writing, Advanced Art Techniques",High,Medium,88,70,102.6,87,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.2,Yes
Joshua Ryan,5,Male,Svalbard & Jan Mayen Islands,New Jersey,Dawnside,Postgraduate,Low,Kindergarten,"Exploring the World, Play and Learn, Numbers Around Us",Medium,Medium,79,70,98.55,99,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.2,Yes
Jacob Beltran,18,Female,Jamaica,Kansas,Torrestown,College,High,High School,"Geometry, Environmental Science, Cultural and Political Geography",Medium,Low,80,63,92.7,70,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.78,No
Christopher Reyes,6,Male,Mozambique,Massachusetts,Patrickmouth,Postgraduate,High,Kindergarten,"Rhythm and Rhyme, Fun with Letters, Exploring the World",Medium,Medium,88,69,101.7,79,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.14,Yes
Catherine Newman,13,Male,Bangladesh,Hawaii,Lake Yvettemouth,High School,High,Middle School,"Advanced Art Techniques, Coding for Beginners, Exploring the World",Medium,High,88,72,104.4,80,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.32,Yes
Russell Price,12,Male,New Caledonia,Florida,West Paulmouth,High School,High,Middle School,"Exploring the World, Introduction to Physics, Chemistry, and Biology, Instruments and Composition",Medium,High,70,68,92.7,84,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.08,No
Steven Mason,17,Male,Costa Rica,New York,East Megan,High School,Medium,High School,"Biology, Career Planning, Business Studies",Low,High,89,67,100.35,78,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.02,No
Theresa Cook,11,Female,Palestinian Territory,Nevada,Port Kenneth,Postgraduate,Medium,Middle School,"Algebra Basics, Introduction to Physics, Chemistry, and Biology, Fitness and Health",Medium,High,63,65,86.85000000000001,78,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
Carla Allen,14,Female,Ecuador,Colorado,Smithberg,College,Medium,High School,"Cultural and Political Geography, Physics, Advanced Literature and Composition",High,Medium,92,68,102.6,61,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.08,No
Tammy Ellis,9,Male,Malawi,Colorado,Jacksontown,High School,Medium,Elementary,"Introduction to Computers, Sports and Games, Stories of the Past",Medium,Medium,95,69,104.85,81,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.14,Yes
Kristopher Hughes,11,Male,Netherlands,Kansas,Fuentesfort,College,Medium,Middle School,"Introduction to Physics, Chemistry, and Biology, Coding for Beginners, Algebra Basics",Medium,High,65,66,88.65,73,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.96,No
Kimberly Adams,10,Male,Korea,Colorado,Jenniferfurt,Postgraduate,Low,Elementary,"Stories of the Past, Introduction to Computers, Building Math Foundations",Medium,Medium,55,58,76.95,60,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.48,No
Diane Mathews,8,Male,Malaysia,New Jersey,Gibsonstad,College,Medium,Elementary,"Building Math Foundations, Reading Adventures, Art and Imagination",Low,Low,55,60,78.75,72,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.6,No
Kayla Hall,9,Female,Antigua and Barbuda,North Dakota,Carterport,College,Low,Elementary,"Sports and Games, Reading Adventures, Discovering Nature and Science",Medium,High,78,67,95.4,71,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.02,No
Victor Rivera,13,Female,Austria,Maine,Jillmouth,High School,Low,Middle School,"Algebra Basics, Fitness and Health, Instruments and Composition",High,Medium,65,65,87.75,76,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
Jamie Lee,6,Male,Svalbard & Jan Mayen Islands,Washington,Lake Alexandra,High School,Low,Kindergarten,"Creative Coloring, Rhythm and Rhyme, Exploring the World",Medium,Medium,63,62,84.15,65,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.72,No
Melissa Thompson,5,Male,Mexico,Mississippi,Lake David,High School,High,Kindergarten,"Creative Coloring, Numbers Around Us, Exploring the World",High,High,61,65,85.95,80,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.9,No
Charles Lopez,16,Male,Argentina,California,Susanton,College,Medium,High School,"Environmental Science, Calculus, Advanced Literature and Composition",Medium,High,78,69,97.2,88,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.14,Yes
Deborah Johnson,7,Male,Andorra,South Carolina,East Amanda,College,High,Elementary,"Reading Adventures, Fun with Languages, Stories of the Past",Medium,High,77,70,97.65,85,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.2,Yes
Holly Palmer,14,Male,Aruba,Nebraska,Sandraton,High School,Low,High School,"Algebra II, Trigonometry, Advanced Literature and Composition",Medium,High,71,70,94.95,92,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.2,No
Kimberly Reed,12,Female,Spain,Mississippi,West Sara,High School,Low,Middle School,"Coding for Beginners, Algebra Basics, Exploring Literature and Writing",High,Medium,57,63,82.35000000000001,78,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.78,No
Katie Hughes,14,Male,South Georgia and the South Sandwich Islands,Connecticut,Thomasmouth,Postgraduate,Medium,High School,"Advanced Literature and Composition, Economics, Biology",High,Medium,96,69,105.3,81,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.14,Yes
Gilbert Coleman,7,Male,Singapore,New York,Wendyfurt,High School,Medium,Elementary,"Sports and Games, Stories of the Past, Fun with Languages",High,Medium,71,64,89.55,92,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.84,No
Lisa Miller,14,Male,British Indian Ocean Territory (Chagos Archipelago),Montana,East Danielton,Postgraduate,Low,High School,"Web Development, Psychology, Chemistry",Medium,High,56,69,87.3,77,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.14,No
